location,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Argentina,2021,1457678938.0,3930008.0,3930427.406,33519693.0,70323.0,70535.136,122168.236,86354.212,86363.442,2589.083,1545.213,1549.89,376.7,1205691.0,26492.696,0.0,0.0,0.0,0.0,0.0,0.0,6172135739.0,23507816.0,136320.109,519.191,23166128.0,511.648,51.349,5192.5,10756613250.0,6634362628.0,3643440841.0,160058267.0,78262274.0,77313779.0,172.06,85.31,67.63,351.55,1698819.0,38659848.0,84.953,24396.96,5904.605,11643.5,4087.27,2715.965,6910876.055,219.0,69726.68000000001,2007.5,5913.0,10110.5,0.0,1825.0,27984.55,308.425,16611268260.0,1177464.603,218.55,326.79,26005.92176
Argentina,2022,3348631550.0,4331223.0,4343621.6,46863263.0,12294.0,12327.288,217338.356,95170.12,95442.558,2859.219,270.139,270.882,277.87,154220.0,3388.68,0.0,0.0,0.0,0.0,0.0,0.0,5359118863.0,8029795.0,118363.523,177.346,8425225.0,186.087,35.596,1557.9,37600936727.0,14986441045.0,12505191388.0,9125927215.0,34631401.0,35420934.0,248.16,91.03,76.48,20052.37,778311.0,2749692.0,6.026,6945.59,5904.605,11643.5,4087.27,2715.965,6910876.055,219.0,69726.68000000001,2007.5,5913.0,10110.5,0.0,1825.0,27984.55,308.425,16611268260.0,2085328.45,242.92,209.57,45820.9978
Argentina,2023,3665202505.0,153818.0,153818.0,47616197.0,348.0,347.998,220718.205,3379.849,3379.852,2866.866,7.648,7.651,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42250661885.0,15147226190.0,12731885883.0,13338501910.0,3780775.0,3963244.0,256.46,91.24,76.69,29308.6,87085.0,96790.0,0.14100000000000001,0.0,5904.605,11643.5,4087.27,2715.965,6910876.055,219.0,69726.68000000001,2007.5,5913.0,10110.5,0.0,1825.0,27984.55,308.425,16611268260.0,0.0,0.0,0.0,0.0
Argentina,2024,775543301.0,50268.0,49116.845,10051765.0,136.0,133.429,221822.745,1104.543,1079.248,2869.854,2.989,2.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3153806778.0,1121189662.0,942316551.0,1013755165.0,260668.0,214214.0,257.04,91.25,76.69,2227.52,4707.0,4639.0,0.01,0.0,1245.629,2456.2999999999997,862.246,572.957,1457910.839,46.199999999999996,14709.464,423.5,1247.3999999999999,2132.9,0.0,385.0,5903.59,65.065,3504294948.0,0.0,0.0,0.0,0.0
Armenia,2020,14136861.0,157834.0,156688.57,240122.0,2768.0,2728.561,56765.182,56765.184,56353.223,995.514,995.518,981.339,315.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63952145.0,595876.0,22913.926,213.496,588315.0,210.799,67.261,2401.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,37261.022,12923.400000000001,4065.984,2740.7019999999998,3181103.96,651.6,123445.62,2573.82,543.0,18860.2,34043.566,1520.4,27182.58,280.91200000000003,1006530864.0,30259.20005,148.63,476.92,10785.2481294
Armenia,2021,85728614.0,186647.0,187671.734,1722288.0,5175.0,5208.151,123892.994,67127.811,67496.348,2856.709,1861.195,1873.121,358.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494125948.0,1978061.0,177044.273,708.742,1966837.0,704.719,33.709,6431.2,16136417.0,10402948.0,5677284.0,628.0,0.0,1635593.0,58.51,33.59,24.89,0.02,588241.0,936925.0,33.683,0.0,37569.815,13030.500000000002,4099.679999999999,2763.415,3207466.7,657.0,124468.65,2595.15,547.5,19016.5,34325.695,1533.0,27407.850000000002,283.24,1014872280.0,170957.8,435.7,486.13,61253.878
Armenia,2022,153950248.0,101102.0,101222.694,3122635.0,765.0,771.302,160254.446,36361.452,36404.845,3131.842,275.139,277.403,223.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435613145.0,528330.0,156079.26,189.297,542875.0,194.513,12.919,25734.0,29544217.0,10371103.0,13293435.0,277229.0,0.0,517160.0,77.33,40.23,35.45,9.97,185994.0,183668.0,6.546,0.0,37569.815,13030.500000000002,4099.679999999999,2763.415,3207466.7,657.0,124468.65,2595.15,547.5,19016.5,34325.695,1533.0,27407.850000000002,283.24,1014872280.0,261085.002,414.0,123.86999999999999,93899.5267
Armenia,2023,163857648.0,5843.0,5843.012,3192361.0,67.0,67.02499999999999,162355.888,2101.441,2101.428,3155.939,24.098,24.093999999999998,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13043778.0,5640841.0,6003695.0,304995.0,0.0,94296.0,81.17,41.39,37.07,10.96,33916.0,27768.0,0.9910000000000001,0.0,37569.815,13030.500000000002,4099.679999999999,2763.415,3207466.7,657.0,124468.65,2595.15,547.5,19016.5,34325.695,1533.0,27407.850000000002,283.24,1014872280.0,271536.606,311.84,37.86,97746.2738
Armenia,2024,34780787.0,405.0,405.00600000000003,675768.0,2.0,2.002,162501.547,145.659,145.656,3156.658,0.72,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,7925.687,2748.9,864.8639999999999,582.967,676643.66,138.6,26257.77,547.47,115.5,4011.7000000000003,7241.311000000001,323.40000000000003,5781.93,59.752,214096344.0,0.0,0.0,0.0,0.0
Aruba,2020,540955.0,5228.0,5198.292,4547.0,47.0,47.012,49108.107,49108.109,48829.001,441.485,441.485,441.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,16530.45,211697.59999999998,14914.400000000001,4736.77,2697.624,13022508.722000001,0.0,0.0,4206.44,0.0,0.0,0.0,0.0,27616.980000000003,0.0,38538158.0,378.60003900000004,112.42,116.64,3551.69499
Aruba,2021,4282163.0,11937.0,11902.587,42200.0,134.0,133.6,161235.781,112127.674,111804.247,1700.185,1258.703,1254.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,793.0,10.869,7.4430000000000005,0.0,0.0,0.0,0.0,28180278.0,15257847.0,12922431.0,0.0,105869.0,141668.0,153.82,79.61,74.21,0.0,1330727.0,72454.0,68.051,15613.88,213451.99999999997,15038.000000000002,4776.025000000001,2719.98,13130430.065000001,0.0,0.0,4241.299999999999,0.0,0.0,0.0,0.0,27845.850000000002,0.0,38857535.0,2526.60003,229.76999999999998,525.99,23714.36964
Aruba,2022,13956839.0,26587.0,26651.144,80359.0,99.0,99.46499999999999,410975.117,249739.334,250341.827,2630.121,929.936,933.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42432244.0,22006624.0,20425620.0,0.0,7976.0,10551.0,163.57,84.68,78.89,0.0,99101.0,5492.0,5.182,9777.98,213451.99999999997,15038.000000000002,4776.025000000001,2719.98,13130430.065000001,0.0,0.0,4241.299999999999,0.0,0.0,0.0,0.0,27845.850000000002,0.0,38857535.0,0.0,0.0,0.0,0.0
Aruba,2023,16115909.0,472.0,472.01,105397.0,12.0,12.004999999999999,415408.749,4433.631,4433.625,2742.84,112.719,112.72800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27937381.0,13286214.0,12380664.0,0.0,521.0,746.0,164.29,85.04,79.24,0.0,6994.0,346.0,0.34600000000000003,0.0,213451.99999999997,15038.000000000002,4776.025000000001,2719.98,13130430.065000001,0.0,0.0,4241.299999999999,0.0,0.0,0.0,0.0,27845.850000000002,0.0,38857535.0,0.0,0.0,0.0,0.0
Aruba,2024,3405248.0,0.0,0.0,22484.0,0.0,0.0,415408.749,0.0,0.0,2742.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749075.0,905416.0,674929.0,0.0,9.0,14.0,164.3,85.05,79.25,0.0,126.0,7.0,0.007,0.0,45029.6,3172.4,1007.5450000000001,573.804,2769981.137,0.0,0.0,894.7399999999999,0.0,0.0,0.0,0.0,5874.330000000001,0.0,8197343.0,0.0,0.0,0.0,0.0
Asia,2020,2032098245.0,20190913.0,20020030.021,36990640.0,330512.0,327719.993,4276.482,4276.486,4240.295,69.991,70.004,69.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33426341.0,4916218.0,141.0,0.0,4032296.0,3685981.0,0.12,0.02,0.0,0.0,779.0,670450.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709140779940.0,0.0,0.0,0.0,0.0
Asia,2021,19451360426.0,63999703.0,64099616.155,285284188.0,920622.0,922207.439,17831.768,13555.286,13576.432,264.98,194.99,195.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846619604400.0,450517494314.0,288055627038.0,9197659491.0,6250631035.0,6166412001.0,131.73,65.97,56.12,194.85,1306061.0,2497847988.0,52.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723304930050.0,0.0,0.0,0.0,0.0
Asia,2022,56789683955.0,166622145.0,166693114.161,520667902.0,267653.0,268859.572,53122.727,35290.960999999996,35305.986,321.67,56.686,56.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957598618614.0,1284388304871.0,1179872924949.0,466805815344.0,2681573125.0,2763639278.0,188.52,77.27,72.11,9887.07,585351.0,533212477.0,11.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723304930050.0,0.0,0.0,0.0,0.0
Asia,2023,108492266402.0,50413805.0,50348613.292,592301712.0,117343.0,117252.165,63786.704,10677.76,10663.952,346.523,24.853,24.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3304752048041.0,1342770488280.0,1258911642003.0,656224291587.0,162795476.0,161452040.0,192.78,78.14,73.32,13898.78,34196.0,33268916.0,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723304930050.0,0.0,0.0,0.0,0.0
Asia,2024,23200844139.0,219895.0,279736.436,126012896.0,748.0,826.006,63833.279,46.573,59.25,346.681,0.159,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855582296791.0,346781009562.0,325411234379.0,170580923484.0,206020.0,187313.0,192.78,78.14,73.32,3613.12,19.0,16816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443810036780.0,0.0,0.0,0.0,0.0
Australia,2020,4960098.0,28296.0,28248.002,134877.0,920.0,919.717,1080.932,1080.931,1079.113,35.145,35.142,35.095,309.73,5330.0,203.594,39624.0,1513.66,0.0,0.0,0.0,0.0,1444657050.0,11253840.0,55732.884,434.158,11121996.0,429.068,0.998,478236.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,20442.75,1159.124,13719.8,5612.447999999999,3666.698,16162833.02,181.0,39020.342,1835.3400000000001,4706.0,5973.0,0.0,1390.08,30205.28,341.728,9476222420.0,-57900.800559,-32.39,-95.25,-2255.5778750599998
Australia,2021,28228656.0,338311.0,324107.029,441513.0,1457.0,1447.437,14004.709,12923.777,12381.187,90.803,55.652,55.262,416.89,29517.0,1127.544,157426.0,6013.799,0.0,0.0,0.0,0.0,9695145673.0,43698328.0,374025.399,1685.832,43052525.0,1660.907,1.6023,1006080.3,5128042445.0,2972589501.0,2102875376.0,41053295.0,42436659.0,42371740.0,162.66,78.1,75.47,156.81,1618636.0,20437664.0,78.078,22434.16,1168.73,13833.5,5658.96,3697.085,16296779.15,182.5,39343.715,1850.5500000000002,4745.0,6022.5,0.0,1401.6,30455.6,344.56,9554754650.0,-78836.79156,-37.71,135.06,-3041.4144618
Australia,2022,2568627127.0,10327434.0,10341685.984000001,3984691.0,15439.0,15448.854,408521.737,394517.028,395061.45,680.587,589.783,590.148,397.82,47027.0,1796.464,1077006.0,41142.577,0.0,0.0,0.0,0.0,11408567671.0,18411331.0,440126.868,710.285,18990382.0,732.631,70.6693,460.2,13360466152.0,2085955844.0,3452663393.0,3420701750.0,20023903.0,21236928.0,242.89,84.93,82.7,13067.34,811274.0,1797859.0,6.865,8851.03,1168.73,13833.5,5658.96,3697.085,16296779.15,182.5,39343.715,1850.5500000000002,4745.0,6022.5,0.0,1401.6,30455.6,344.56,9554754650.0,670655.46316,153.86,678.51,25619.62612
Australia,2023,4157186656.0,1027494.0,1018293.425,8046722.0,6604.0,6543.138,447772.908,39251.169,38899.695,929.962,252.28,249.965,1.73,15609.0,596.259,571381.0,21827.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727201257.0,0.0,0.0,98793586.0,0.0,5685114.0,264.76,,,377.4,217151.0,0.0,0.0,0.0,1168.73,13833.5,5658.96,3697.085,16296779.15,182.5,39343.715,1850.5500000000002,4745.0,6022.5,0.0,1401.6,30455.6,344.56,9554754650.0,1394990.7820000001,240.65,332.86,52762.38727
Australia,2024,906195920.0,90489.0,94918.716,1899965.0,550.0,609.1320000000001,451229.667,3456.759,3625.972,950.973,21.011,23.262999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,246.554,2918.2999999999997,1193.808,779.933,3437950.67,38.5,8299.907,390.39000000000004,1001.0,1270.5,0.0,295.68,6424.88,72.688,2015660570.0,0.0,0.0,0.0,0.0
Austria,2020,19892748.0,344732.0,340897.438,392511.0,7049.0,6865.279,38562.278,38562.279,38133.358,788.513,788.51,768.007,336.43,49422.0,5528.435,294149.0,32903.978,0.0,0.0,0.0,0.0,364743932.0,3761649.0,40881.033,421.604,3672422.0,411.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,17225.87,38643.138,16072.8,6951.124000000001,4976.776,16448080.332,253.39999999999998,52556.246,2298.7,10280.8,11185.8,0.0,2667.94,29517.480000000003,333.764,3236141354.0,42629.800014,-3.5199999999999996,462.22,4785.6817266
Austria,2021,244380886.0,907356.0,909031.431,4535793.0,9538.0,9693.418,140060.586,101498.30500000001,101685.73,1855.449,1066.935,1084.312,370.55,106096.0,11868.066,470261.0,52604.155,0.0,0.0,0.0,0.0,20755977109.0,119798720.0,2326360.274,13427.222,118074759.0,13233.999,2.5004,188391.5,385111608.0,204420695.0,165531055.0,23124833.0,0.0,16581909.0,186.56,75.03,70.64,258.64,1854871.0,6701542.0,74.971,22492.89,38963.384999999995,16206.0,7008.7300000000005,5018.0199999999995,16584390.39,255.49999999999997,52991.795,2317.75,10366.0,11278.5,0.0,2690.05,29762.100000000002,336.53000000000003,3262960205.0,480636.53380000003,384.77,478.96000000000004,53870.42158
Austria,2022,1527358495.0,4426257.0,4428416.125,7192973.0,4984.0,5012.286,635188.845,495128.256,495369.774,2412.967,557.516,560.665,384.99,40830.0,4567.301,534068.0,59741.702,0.0,0.0,0.0,0.0,28907576710.0,65208090.0,3240003.476,7308.616,67646694.0,7581.937,7.4748,5630.7,981169865.0,357421776.0,345253470.0,269800154.0,0.0,3771617.0,227.66,77.16,74.73,3018.03,421895.0,201004.0,2.241,14142.1,38963.384999999995,16206.0,7008.7300000000005,5018.0199999999995,16584390.39,255.49999999999997,52991.795,2317.75,10366.0,11278.5,0.0,2690.05,29762.100000000002,336.53000000000003,3262960205.0,911975.5009999999,437.53,547.61,102015.0532
Austria,2023,2196987984.0,402942.0,402942.015,8165795.0,963.0,962.997,680262.588,45073.74,45073.748999999996,2520.69,107.721,107.73,1.74,7150.0,799.795,123910.0,13860.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531546547.0,179384062.0,173748017.0,140513087.0,0.0,120048.0,228.97,77.18,74.76,1571.79,13427.0,2166.0,0.003,0.0,38963.384999999995,16206.0,7008.7300000000005,5018.0199999999995,16584390.39,255.49999999999997,52991.795,2317.75,10366.0,11278.5,0.0,2690.05,29762.100000000002,336.53000000000003,3262960205.0,1339336.54,461.07,342.76,149496.8604
Austria,2024,468259099.0,0.0,0.0,1735118.0,0.0,0.0,680262.588,0.0,0.0,2520.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,8219.672999999999,3418.7999999999997,1478.554,1058.596,3498624.822,53.9,11179.091,488.95,2186.7999999999997,2379.2999999999997,0.0,567.49,6278.580000000001,70.994,688350509.0,0.0,0.0,0.0,0.0
Azerbaijan,2020,11877460.0,211764.0,207094.872,149252.0,2416.0,2335.157,20444.333,20444.335,19993.559,233.248,233.249,225.476,315.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,23965.28,43189.858,11728.8,2178.516,1401.302,5736765.678,0.0,202651.94400000002,2573.82,108.6,15385.0,30133.242,1701.4,26426.0,273.672,3749624236.0,42584.195739999996,84.8,378.43,4140.437046
Azerbaijan,2021,135876676.0,402355.0,406349.573,1866836.0,5868.0,5934.268,59288.895,38844.562,39230.224,799.762,566.514,572.937,364.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760046835.0,1510783.0,73697.993,146.496,2599628.0,252.072,24.1655,7499.8,1498175449.0,750654752.0,629412626.0,51322533.0,8946086.0,11273809.0,109.54,49.91,45.15,495.44,1088423.0,5171453.0,49.918,23894.53,43547.784999999996,11826.0,2196.5699999999997,1412.915,5784307.935,0.0,204331.38,2595.15,109.5,15512.5,30382.965,1715.5,26645.0,275.94,3780698470.0,322929.158,360.3,393.29,31312.8488
Azerbaijan,2022,286080041.0,211774.0,212448.588,3511336.0,1722.0,1736.571,79734.194,20445.301,20510.431,966.009,166.247,167.692,305.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363309171.0,205652.0,35228.298,19.941,1099496.0,106.607,14.1102,30161.5,2018435347.0,817135084.0,740096707.0,432556679.0,1772982.0,2589038.0,133.78,51.88,46.94,4176.05,249947.0,210818.0,2.025,17890.93,43547.784999999996,11826.0,2196.5699999999997,1412.915,5784307.935,0.0,204331.38,2595.15,109.5,15512.5,30382.965,1715.5,26645.0,275.94,3780698470.0,468592.915,320.58,48.260000000000005,45239.3695
Azerbaijan,2023,303459612.0,8361.0,8333.563,3740177.0,347.0,347.018,80541.39,807.198,804.559,999.51,33.503,33.516,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,43547.784999999996,11826.0,2196.5699999999997,1412.915,5784307.935,0.0,204331.38,2595.15,109.5,15512.5,30382.965,1715.5,26645.0,275.94,3780698470.0,476724.664,232.1,27.18,45783.212400000004
Azerbaijan,2024,64266425.0,965.0,921.283,797181.0,0.0,0.0,80634.554,93.164,88.939,999.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,9186.793,2494.7999999999997,463.38599999999997,298.067,1220251.263,0.0,43105.524,547.47,23.099999999999998,3272.5,6409.557,361.90000000000003,5621.0,58.212,797572006.0,0.0,0.0,0.0,0.0
Bahamas,2020,740494.0,7788.0,7772.276,16826.0,169.0,167.594,18995.632,18995.631,18957.313,412.206,412.204,408.704,218.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,23653.28,14297.914,12416.599999999999,3256.552,1882.4,10033860.614,0.0,85415.348,4767.54,1122.2,7384.799999999999,0.0,1049.8,26759.04,294.668,148416018.0,684.200006,15.83,119.66000000000001,1683.2399970000001
Bahamas,2021,5306416.0,15842.0,15777.872,127410.0,544.0,545.433,57635.693,38640.061,38483.591,1739.071,1326.863,1330.334,397.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10345764.0,22125.0,25363.109,54.242,38736.0,94.959,8.228,1948.6,5612746.0,2658119.0,2180039.0,6954.0,9258.0,303757.0,73.22,38.3,35.94,1.7,740882.0,157898.0,38.519,22675.43,14416.405,12519.499999999998,3283.54,1898.0,10117014.155000001,0.0,86123.21,4807.05,1131.5,7445.999999999999,0.0,1058.5,26980.8,297.10999999999996,149645985.0,6355.6003,136.67000000000002,337.96000000000004,15580.50662
Bahamas,2022,12775845.0,13861.0,13940.872,293012.0,120.0,120.02199999999999,91443.917,33808.22,34002.994,2031.762,292.689,292.67,306.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14924378.0,21611.0,36587.79,52.978,57878.0,141.89,25.2292,3131.4,8229332.0,4018517.0,3813815.0,670905.0,0.0,61771.0,88.95,42.48,40.4,163.65,150703.0,16863.0,4.137,10986.61,14416.405,12519.499999999998,3283.54,1898.0,10117014.155000001,0.0,86123.21,4807.05,1131.5,7445.999999999999,0.0,1058.5,26980.8,297.10999999999996,149645985.0,0.0,0.0,0.0,0.0
Bahamas,2023,13837828.0,593.0,592.998,306905.0,11.0,10.997,92890.297,1446.38,1446.3819999999998,2058.592,26.83,26.831000000000003,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732442.0,174810.0,333758.0,73864.0,0.0,1260.0,89.36,42.64,40.73,18.02,3083.0,528.0,0.132,0.0,14416.405,12519.499999999998,3283.54,1898.0,10117014.155000001,0.0,86123.21,4807.05,1131.5,7445.999999999999,0.0,1058.5,26980.8,297.10999999999996,149645985.0,0.0,0.0,0.0,0.0
Bahamas,2024,2932468.0,0.0,0.0,64988.0,0.0,0.0,92890.297,0.0,0.0,2058.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3041.269,2641.1,692.692,400.40000000000003,2134274.219,0.0,18168.458000000002,1014.09,238.70000000000002,1570.8,0.0,223.29999999999998,5691.84,62.678,31569153.0,0.0,0.0,0.0,0.0
Bahrain,2020,12565889.0,91518.0,91102.0,45883.0,351.0,350.429,62162.546,62162.548,61879.963,238.413,238.412,238.018,319.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263199246.0,1984360.0,179871.21,1356.121,2320203.0,1585.633,11.3151,10165.7,471764.0,471764.0,0.0,0.0,19678.0,34657.0,3.98,3.98,,0.0,23540.0,34657.0,2.353,20200.18,700798.3339999999,11728.8,858.664,502.094,15671235.21,0.0,54911.418,5980.24,2099.6,13611.2,0.0,724.0,27978.980000000003,308.424,532949794.0,0.0,0.0,0.0,0.0
Bahrain,2021,78914086.0,188000.0,188257.708,366990.0,1043.0,1043.593,189859.377,127696.834,127871.89199999999,946.858,708.442,708.83,370.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412145400.0,3724818.0,965064.707,2545.553,5613309.0,3836.156,12.0531,55058.9,635439886.0,308374844.0,269313540.0,8904830.0,2758815.0,3147867.0,219.14,81.72,80.01,604.85,2138139.0,1146918.0,77.895,16097.23,706606.0549999999,11826.0,865.78,506.255,15801107.325000001,0.0,55366.485,6029.8,2117.0,13724.0,0.0,730.0,28210.850000000002,310.98,537366505.0,0.0,0.0,0.0,0.0
Bahrain,2022,215243764.0,417096.0,417254.28,542746.0,142.0,142.051,473167.024,283307.646,283415.133,1043.31,96.447,96.418,358.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607928949.0,226347.0,415460.591,154.686,2008178.0,1372.4,27.6266,1370.8,787068568.0,282830052.0,278972860.0,223329378.0,176006.0,273995.0,236.15,84.31,83.33,15169.34,186104.0,39584.0,2.682,5123.75,706606.0549999999,11826.0,865.78,506.255,15801107.325000001,0.0,55366.485,6029.8,2117.0,13724.0,0.0,730.0,28210.850000000002,310.98,537366505.0,0.0,0.0,0.0,0.0
Bahrain,2023,254264110.0,0.0,0.0,560640.0,0.0,0.0,473167.024,0.0,0.0,1043.31,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,706606.0549999999,11826.0,865.78,506.255,15801107.325000001,0.0,55366.485,6029.8,2117.0,13724.0,0.0,730.0,28210.850000000002,310.98,537366505.0,0.0,0.0,0.0,0.0
Bahrain,2024,53639278.0,0.0,0.0,118272.0,0.0,0.0,473167.024,0.0,0.0,1043.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,149064.839,2494.7999999999997,182.644,106.799,3333384.285,0.0,11680.053,1272.04,446.59999999999997,2895.2000000000003,0.0,154.0,5951.330000000001,65.604,113362249.0,0.0,0.0,0.0,0.0
